month,rep,amount
2024-12,TrustCare,14.99
2024-12,Steve,1915.5
2024-12,TrustCare,14.99
2024-12,Jay,2520.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Jay,4160.0
2024-12,TrustCare,14.99
2024-12,Steve,7054.0
2024-12,TrustCare,14.99
2024-12,Rob,1230.0
2024-12,Rob,1220.0
2024-12,TrustCare,14.99
2024-12,Commercial,3365.68
2024-12,TrustCare,14.99
2024-12,Steve,2073.5
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Office,1160.0
2024-12,TrustCare,14.99
2024-12,Kelly,3645.0
2024-12,TrustCare,14.99
2024-12,CHC,1200.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Shane,2038.5
2024-12,Gavin,4979.0
2024-12,SamC,4406.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Kris,3355.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,CHC,533.33
2024-12,TrustCare,14.99
2024-12,Rob,4325.0
2024-12,Jay,5335.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Admin,200.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Jay,6210.0
2024-12,Kelly,1672.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Kelly,3380.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Kelly,4783.0
2024-12,Traie,2345.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Traie,2345.0
2024-12,SamC,3069.5
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Commercial,4761.82
2024-12,TrustCare,14.99
2024-12,Commercial,5927.68
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Niall,9725.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Admin,200.0
2024-12,Niall,4060.0
2024-12,Niall,1310.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Steve,1182.0
2024-12,Rob,2245.0
2024-12,Admin,21.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Shane,2110.5
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Commercial,840.0
2024-12,Admin,83.33
2024-12,CHC,453.75
2024-12,TrustCare,14.99
2024-12,Shane,1840.25
2024-12,TrustCare,14.99
2024-12,Admin,50.0
2024-12,Jay,3555.0
2024-12,CHC,675.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Rob,1160.0
2024-12,Jay,6058.33
2024-12,Niall,5520.0
2024-12,TrustCare,14.99
2024-12,Jay,4517.0
2024-12,TrustCare,14.99
2024-12,Traie,2460.0
2024-12,Jay,2395.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Rob,6038.75
2024-12,TrustCare,14.99
2024-12,CHC,1300.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,CHC,805.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Jay,9636.5
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Traie,7331.0
2024-12,TrustCare,14.99
2024-12,Office,1485.0
2024-12,Admin,60.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Jay,3047.0
2024-12,Commercial,680.0
2024-12,Niall,4789.0
2024-12,Steve,3455.0
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Admin,33.33
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,TrustCare,14.99
2024-12,Steve,7480.0
2024-12,SamC,1310.0
2024-12,Steve,5025.5
2024-12,TrustCare,14.99
2024-12,Admin,41.67
2024-12,Niall,1877.75
2024-12,TrustCare,14.99
2024-12,Shane,1936.0
2024-12,TrustCare,14.99
2024-12,Commercial,2937.66
2024-12,TrustCare,14.99
2024-12,Traie,3199.5
2025-01,SamC,1729.33
2025-01,Traie,2710.75
2025-01,Traie,2145.0
2025-01,Commercial,180.0
2025-01,Niall,7834.75
2025-01,Shane,5148.25
2025-01,Shane,3078.75
2025-01,Traie,2751.25
2025-01,Rob,7373.75
2025-01,Rob,2119.0
2025-01,Shane,1924.5
2025-01,Niall,4638.0
2025-01,Rob,1286.0
2025-01,Niall,1927.75
2025-01,Shane,6328.5
2025-01,Niall,9195.0
2025-01,Rob,4018.0
2025-01,Office,1201.0
2025-01,Rob,4025.0
2025-01,Rob,2647.0
2025-01,Gavin,2863.0
2025-01,Rob,981.0
2025-01,SamC,1083.0
2025-01,Kelly,2060.5
2025-01,Kris,2951.25
2025-01,Gavin,1877.75
2025-01,Office,1333.0
2025-01,Shane,1816.0
2025-01,Steve,1151.0
2025-01,Kris,3539.75
2025-01,Kris,3952.25
2025-01,Steve,6285.21
2025-01,Traie,2720.0
2025-01,Shane,4783.25
2025-01,Gavin,4350.25
2025-01,SamC,983.0
2025-01,Jay,3167.0
2025-01,Gavin,4448.4
2025-01,Office,600.0
2025-01,Shane,3450.0
2025-01,Rob,1083.0
2025-01,jay,2799.25
2025-01,Gavin,1236.0
2025-01,Steve,1226.0
2025-01,Shane,4892.75
2025-01,Jay,3169.25
2025-01,Jay,4757.75
2025-01,Commercial,2214.0
2025-01,Kelly,3913.0
2025-01,Niall,1775.75
2025-01,Kris,1875.75
2025-01,Traie,3660.0
2025-01,Rob,1916.0
2025-01,Gavin,2772.5
2025-01,Kris,2976.75
2025-01,Jay,2084.0
2025-01,Traie,794.75
2025-01,Steve,1883.5
2025-01,SamC,1889.5
2025-01,Jay,1073.5
2025-01,Kris,1916.0
2025-01,Shane,5447.7
2025-01,Steve,3646.0
2025-01,Niall,2045.75
2025-01,Rob,2897.0
2025-01,Rob,3667.25
2025-01,Kris,5575.75
2025-01,Shane,2720.0
2025-01,Rob,4133.5
2025-01,Rob,2034.0
2025-01,Steve,1083.0
2025-01,Jay,1954.75
2025-01,Kelly,4071.5
2025-01,Steve,1977.75
2025-01,Traie,2713.0
2025-01,CHC,550.0
2025-01,Rob,1161.0
2025-01,Shane,4176.25
2025-01,Rob,4818.25
2025-01,Gavin,2106.5
2025-01,Katrine,1739.5
2025-01,Katrine,2264.0
2025-01,Gavin,2820.5
2025-01,Steve,5219.75
2025-01,Shane,2193.25
2025-01,Katrine,2837.5
2025-01,Traie,2169.0
2025-01,Katrine,3521.75
2025-01,Shane,3050.0
2025-01,Rob,2910.0
2025-01,Rob,944.75
2025-01,SamC,1376.0
2025-01,Jay,1200.58
2025-01,Kelly,1909.0
2025-01,Gavin,1945.75
2025-01,Traie,5536.75
2025-01,Niall,3031.75
2025-01,Katrine,6084.33
2025-01,Kris,4579.0
2025-01,Rob,1201.0
2025-01,Niall,3820.5
2025-01,Niall,9765.25
2025-01,CHC,590.0
2025-01,Rob,1176.0
2025-01,SamC,1133.0
2025-01,SamC,1725.25
2025-01,Niall,2810.75
2025-01,SamC,2472.0
2025-01,CHC,575.0
2025-01,Kelly,3105.5
2025-01,Shane,3017.0
2025-01,Jay,5509.0
2025-01,Kris,5316.0
2025-01,Steve,1932.0
2025-01,Rob,1176.0
2025-01,Jay,1383.0
2025-01,CHC,1180.0
2025-01,Gavin,2787.5
2025-01,Steve,3053.0
2025-01,Kelly,2109.0
2025-01,Rob,1977.75
2025-01,SamC,1231.0
2025-01,Niall,5881.25
2025-01,Rob,1044.75
2025-01,Jay,5643.0
2025-01,Office,1820.75
2025-01,SamC,1839.5
2025-01,Kris,1176.0
2025-01,Kelly,2776.76
2025-01,Steve,4130.5
2025-01,Kelly,3328.0
2025-01,Rob,2899.0
2025-01,Niall,1133.0
2025-01,Rob,3055.0
2025-01,Kelly,5999.25
2025-01,Steve,3807.75
2025-01,Rob,981.0
2025-01,SamC,3841.75
2025-01,Katrine,3011.75
2025-01,Niall,2670.5
2025-01,SamC,944.75
2025-01,Kelly,6340.5
2025-01,Office,5535.5
2025-01,Rob,3774.35
2025-01,Kelly,1083.0
2025-01,Rob,1877.75
2025-01,Steve,6423.75
2025-01,Office,894.75
2025-01,Kelly,2817.0
2025-01,Jay,2963.75
2025-01,SamC,1094.75
2025-01,SamC,3700.0
2025-02,Jay,2240.0
2025-02,Rob,3829.0
2025-02,Niall,5100.0
2025-02,Rob,4088.5
2025-02,Steve,3250.0
2025-02,Kris,6781.25
2025-02,Kelly,3200.0
2025-02,Jay,2860.0
2025-02,Traie,4615.0
2025-02,Niall,1185.0
2025-02,Steve,2515.0
2025-02,Jay,4685.0
2025-02,Niall,3255.0
2025-02,Rob,1319.0
2025-02,Kris,1916.0
2025-02,Kris,4824.75
2025-02,Jay,1882.0
2025-02,SamC,2345.0
2025-02,Shane,2950.0
2025-02,Jay,4443.33
2025-02,Shane,3529.5
2025-02,CHC,725.0
2025-02,CHC,833.75
2025-02,Traie,2120.0
2025-02,Jay,4365.0
2025-02,Niall,3300.0
2025-02,Shane,3100.0
2025-02,Niall,2915.0
2025-02,Traie,1185.0
2025-02,Steve,4948.5
2025-02,SamC,5150.0
2025-02,Kelly,3044.5
2025-02,SamC,1118.33
2025-02,Rob,3245.0
2025-02,Kelly,5636.0
2025-02,Jay,1968.25
2025-02,Jay,5425.0
2025-02,Gavin,2226.0
2025-02,Rob,3575.0
2025-02,Kris,3375.0
2025-02,CHC,700.0
2025-02,Jay,8695.0
2025-02,Niall,2215.0
2025-02,Steve,3989.0
2025-02,Steve,2064.0
2025-02,Niall,2365.0
2025-02,Kelly,1091.5
2025-02,Kris,300.0
2025-02,SamC,3370.0
2025-02,Jay,3370.0
2025-02,Gavin,2987.0
2025-02,Kris,1485.0
2025-02,Shane,10812.0
2025-02,SamC,4530.0
2025-02,Kelly,1074.0
2025-02,Steve,7373.0
2025-02,Traie,1433.2
2025-02,CHC,600.0
2025-02,Kris,2245.0
2025-02,Jay,1973.5
2025-02,Kris,1703.34
2025-02,Rob,3370.0
2025-02,CHC,500.0
2025-02,Jay,3915.0
2025-02,Jay,4016.5
2025-02,Rob,1185.0
2025-02,CHC,776.25
2025-02,Office,1660.0
2025-02,Gavin,2095.0
2025-02,Merv,1926.9
2025-02,Louis,20877.36
2025-02,Lucy,1125.0
2025-02,Lucy,5786.0
2025-02,Lucy,1462.1
2025-02,Shane,1204.0
2025-02,Jay,1230.0
2025-02,Steve,4580.0
2025-02,Steve,1230.0
2025-02,Kris,1160.0
2025-02,Kelly,1204.0
2025-02,Rob,4650.0
2025-02,Jay,5375.0
2025-02,Shane,4560.0
2025-02,Traie,5810.0
2025-02,Jay,2270.0
2025-02,Steve,2052.0
2025-02,Shane,4109.0
2025-02,CHC,590.0
2025-03,Gavin,2014.0
2025-03,CHC,630.0
2025-03,Louis,2606.0
2025-03,Kelly,3233.0
2025-03,Jay,2190.0
2025-03,Kelly,2370.0
2025-03,Gavin,1185.0
2025-03,Niall,3199.5
2025-03,Jay,1335.0
2025-03,Steve,4644.0
2025-03,Shane,4630.0
2025-03,Shane,3930.0
2025-03,Katrine,2140.0
2025-03,Kelly,1319.75
2025-03,Rob,2160.5
2025-03,Traie,3125.0
2025-03,Kelly,1110.0
2025-03,Rob,1230.0
2025-03,SamC,4071.5
2025-03,Traie,2145.0
2025-03,Jay,2495.0
2025-03,Steve,4302.0
2025-03,Jay,0.0
2025-03,Kris,2423.5
2025-03,Katrine,5310.0
2025-03,Jay,4485.0
2025-03,Traie,1485.0
2025-03,Lucy,3610.0
2025-03,CHC,600.0
2025-03,Kris,8900.0
2025-03,Niall,4671.0
2025-03,Rob,1110.0
2025-03,Kris,1310.0
2025-03,Kris,2090.0
2025-03,Shane,1230.0
2025-03,Kelly,3071.0
2025-03,Niall,2620.0
2025-03,Steve,2014.0
2025-03,Shane,4515.0
2025-03,Steve,4180.0
2025-03,Traie,1360.0
2025-03,Jay,3325.0
2025-03,Steve,7852.0
2025-03,Shane,4462.0
2025-03,Kelly,3405.0
2025-03,Office,450.0
2025-03,Kelly,1132.0
2025-03,Niall,4290.0
2025-03,Steve,1024.0
2025-03,Rob,1230.0
2025-03,Kelly,10750.0
2025-03,Gavin,5025.5
2025-03,Niall,3293.0
2025-03,Shane,2114.0
2025-03,Shane,3210.0
2025-03,Rob,2440.0
2025-03,Steve,3844.0
2025-03,SamC,4265.0
2025-03,Office,2061.67
2025-03,CHC,675.0
2025-03,CHC,630.0
2025-03,Rob,3140.0
2025-03,Steve,2310.0
2025-03,SamC,7531.0
2025-03,Rob,1230.0
2025-03,SamC,2210.0
2025-03,Kelly,3829.5
2025-03,SamC,1933.0
2025-03,CHC,678.5
2025-03,CHC,678.5
2025-03,Steve,2295.0
2025-03,Rob,1230.0
2025-03,Shane,3725.0
2025-03,Office,2315.0
2025-03,SamC,3876.0
2025-03,SamC,6500.0
2025-03,CHC,630.0
2025-03,Kris,1933.0
2025-03,Steve,2944.5
2025-03,Rob,2014.0
2025-03,Gavin,6726.0
2025-03,Steve,3612.0
2025-03,Steve,3375.0
2025-04,Kelly,3832.0
2025-04,SamC,1204.0
2025-04,Office,2560.5
2025-04,Kelly,1539.0
2025-04,Rob,3558.0
2025-04,Kelly,3652.0
2025-04,Kelly,2495.5
2025-04,Steve,4879.0
2025-04,Steve,3258.0
2025-04,Niall,2170.0
2025-04,Steve,2136.0
2025-04,Office,4419.0
2025-04,Kris,4970.5
2025-04,Merv,3525.9
2025-04,Kelly,1132.0
2025-04,Niall,3888.75
2025-04,Kelly,1203.0
2025-04,Steve,4416.5
2025-04,Gavin,1294.0
2025-04,Steve,3080.0
2025-04,Jay,2033.0
2025-04,Rob,7096.5
2025-04,Shane,2755.0
2025-04,SamC,2747.0
2025-04,Jay,5234.0
2025-04,Steve,7208.0
2025-04,Shane,5937.5
2025-04,Kelly,3092.0
2025-04,Rob,3137.0
2025-04,Gavin,5609.5
2025-04,Merv,1443.6
2025-04,Lucy,9267.0
2025-04,Lucy,4703.6
2025-04,Kris,2862.5
2025-04,Rob,2014.0
2025-04,Niall,3986.0
2025-04,Shane,2136.0
2025-04,Rob,2140.0
2025-04,Kris,2010.5
2025-04,Gavin,8191.0
2025-04,Steve,1254.0
2025-04,Kelly,3402.0
2025-04,Steve,3639.0
2025-04,Rob,1091.5
2025-04,Rob,2221.0
2025-04,Rob,4290.4
2025-04,Kelly,5029.0
2025-04,Rob,1010.0
2025-04,Niall,5094.0
2025-04,Shane,1798.0
2025-04,Niall,1014.5
2025-04,SamC,2365.0
2025-04,Steve,2630.0
2025-04,SamC,3542.0
2025-04,Jay,2023.0
2025-04,Jay,2730.0
2025-04,Gavin,2933.0
2025-04,Niall,3961.0
2025-04,Kris,2925.0
2025-04,Shane,4584.0
2025-04,Jay,5048.0
2025-04,Kelly,7454.0
2025-04,Kris,2960.0
2025-04,Gavin,1746.0
2025-04,SamC,6422.0
2025-04,Shane,10226.0
2025-04,Niall,8317.5
2025-04,Gavin,4400.0
2025-04,SamC,4540.0
2025-04,Niall,3535.0
2025-04,Gavin,3418.0
2025-04,SamC,2730.0
2025-04,Kris,2847.5
2025-04,Kris,3709.75
2025-04,Niall,6106.0
2025-04,Gavin,1034.0
2025-04,Shane,2916.0
2025-04,Shane,1178.0
2025-04,Office,1826.0
2025-04,Jay,3650.0
2025-04,Gavin,9194.5
2025-04,Rob,1846.0
2025-04,Kelly,1746.0
2025-04,Jay,4776.0
2025-04,Kelly,1034.0
2025-04,Steve,2888.0
2025-04,Jay,4692.0
2025-04,Lucy,8859.0
2025-04,Louis,1308.0
2025-04,Steve,3255.0
2025-04,Niall,3158.0
2025-04,Gavin,5530.0
2025-04,Kris,1946.0
2025-04,Shane,4562.0
2025-04,Kelly,1173.0
2025-04,Steve,3590.0
2025-04,Kelly,6392.0
2025-04,Shane,2820.0
2025-04,Kelly,3210.0
2025-04,Shane,5058.0
2025-04,Steve,4546.0
2025-04,SamC,6330.0
2025-04,Jay,2026.0
2025-04,Chris,2236.0
2025-04,Rob,3650.0
2025-04,Office,3844.0
2025-04,SamC,6957.0
2025-04,Office,4764.0
2025-04,Kris,5142.0
2025-04,SamC,2276.0
2025-04,Jay,3694.0
2025-04,Rob,1034.0
2025-04,Gavin,6762.0
2025-04,Kelly,5070.0
2025-04,Jay,4350.0
2025-04,Kelly,8244.0
2025-04,Gavin,2051.0
2025-04,Rob,6113.0
2025-04,Rob,8230.0
2025-04,Gavin,1123.0
2025-04,CHC,700.0
2025-04,Niall,1091.5
2025-04,Gavin,5346.0
2025-04,CHC,725.0
2025-04,Gavin,3092.0
2025-04,Kris,1877.75
2025-04,Office,6122.0
2025-04,CHC,1200.0
2025-04,Jay,2925.0
2025-04,Gavin,3478.5
2025-04,SamC,1230.0
2025-04,Gavin,3894.0
2025-04,CHC,550.0
2025-04,Niall,3205.0
2025-04,Jay,5892.0
2025-04,Kris,1148.0
2025-04,Shane,2805.0
2025-05,Steve,1360.0
2025-05,Georgia,2090.0
2025-05,Niall,3892.0
2025-05,Rob,5098.0
2025-05,SamC,2165.0
2025-05,Steve,2023.5
2025-05,Shane,4798.0
2025-05,Steve,3718.0
2025-05,Steve,2014.0
2025-05,Niall,1278.0
2025-05,Kelly,5495.0
2025-05,Kris,3049.0
2025-05,Kelly,3315.0
2025-05,Steve,2290.0
2025-05,Niall,4440.0
2025-05,SamC,6560.0
2025-05,Shane,2615.0
2025-05,Rob,2170.5
2025-05,Kelly,3834.0
2025-05,Steve,1228.0
2025-05,Kelly,1132.0
2025-05,Niall,5815.0
2025-05,Steve,6405.0
2025-05,Gavin,1906.0
2025-05,Rob,1230.0
2025-05,Chris,2663.96
2025-05,Louis,3394.37
2025-05,Kris,2990.0
2025-05,SamC,7090.0
2025-05,Rob,10540.0
2025-05,Kelly,1294.0
2025-05,Gavin,3305.0
2025-05,Steve,1034.0
2025-05,Kelly,9225.0
2025-05,Steve,2158.0
2025-05,SamC,5720.0
2025-05,Jay,4390.0
2025-05,Kris,4128.5
2025-05,Kelly,5712.5
2025-05,Kelly,2630.0
2025-05,Kris,1360.0
2025-05,Rob,1132.0
2025-05,Rob,2226.0
2025-05,Georgia,6202.0
2025-05,Niall,1146.5
2025-05,SamC,2370.0
2025-05,Gavin,6025.0
2025-05,Steve,2852.5
2025-05,Rob,6248.5
2025-05,Kelly,1882.0
2025-05,Steve,3137.0
2025-06,Libbi,1520.0
2025-06,Merv,14018.7
2025-06,Kris,9638.0
2025-06,CHC,504.17
2025-06,Shane,10347.5
2025-06,Office,1124.0
2025-06,Gavin,2949.5
2025-06,Kelly,1132.0
2025-06,Georgia,0.0
2025-06,Gavin,3250.0
2025-06,Kris,3514.0
2025-06,Shane,3137.0
2025-06,Shane,5185.0
2025-06,Kris,3766.25
2025-06,Kris,2915.0
2025-06,Lucy,9115.0
2025-06,Gavin,3027.5
2025-06,Chris,2265.0
2025-06,Niall,5185.5
2025-06,SamC,3550.0
2025-06,Kelly,2285.0
2025-06,CHC,550.0
2025-06,SamC,3280.0
2025-06,Rob,2165.0
2025-06,Kris,2915.0
2025-06,Office,5818.33
2025-06,Kelly,8817.75
2025-06,Steve,5078.5
2025-06,Kris,2453.0
2025-06,Georgia,5226.0
2025-06,CHC,664.58
2025-06,Jay,4142.0
2025-06,Kelly,5941.77
2025-06,CHC,618.75
2025-06,Rob,2260.0
2025-06,Jay,11095.0
2025-06,Shane,5783.5
2025-06,Niall,5690.0
2025-06,SamC,1310.0
2025-06,SamC,3255.0
2025-06,Jay,6310.0
2025-06,Gavin,5577.5
2025-06,SamC,7680.0
2025-06,Rob,3099.5
2025-06,Jay,1235.0
2025-06,Gavin,2870.0
2025-06,Georgia,5382.0
2025-06,Gavin,8492.0
2025-06,Jay,3924.0
2025-06,SamC,3993.5
2025-06,Georgia,1826.0
2025-06,Lucy,20088.86
2025-06,Jay,1762.0
2025-06,Steve,1110.0
2025-06,Gavin,2646.0
2025-06,Shane,1782.0
2025-06,Gavin,2051.0
2025-06,Niall,7995.0
2025-06,Kelly,2021.0
2025-06,Rob,7360.0
2025-06,Rob,1335.0
2025-06,SamC,2922.5
2025-06,Chris,6327.0
2025-06,Gavin,28318.0
2025-06,Kelly,1782.0
2025-06,Kelly,3211.93
2025-06,Olivia,15091.8
2025-06,Gavin,2955.5
2025-06,Steve,3014.5
2025-06,Gavin,4430.0
2025-06,SamC,2106.0
2025-06,Niall,1660.0
2025-06,Gavin,1846.0
2025-06,Georgia,998.0
2025-06,CHC,1062.5
2025-06,Shane,1818.0
2025-06,Libbi,1739.0
2025-06,Georgia,901.67
2025-06,Gavin,4270.0
2025-06,Shane,4598.0
2025-06,Georgia,1034.0
2025-06,Merv,9640.0
2025-06,Gavin,5892.5
2025-06,Shane,1034.0
2025-06,Kelly,978.0
2025-06,Steve,3004.0
2025-06,Chris,2014.0
2025-06,Georgia,6753.0
2025-07,Jay,3618.0
2025-07,Jay,1123.0
2025-07,Chris,3578.0
2025-07,Jay,1982.0
2025-07,Shane,2720.0
2025-07,CHC,550.0
2025-07,Office,5370.0
2025-07,Rob,1918.0
2025-07,Gavin,5073.0
2025-07,Kris,8493.0
2025-07,Gavin,3394.0
2025-07,Commercial,1996.0
2025-07,Shane,4567.0
2025-07,Shane,3904.0
2025-07,Jay,2906.0
2025-07,Kris,2570.0
2025-07,Jay,1782.0
2025-07,Lucy,1462.1
2025-07,Rob,1746.0
2025-07,Kris,2734.0
2025-07,Kelly,3500.0
2025-07,Office,1602.0
2025-07,Rob,2702.0
2025-07,Jay,3822.0
2025-07,Kris,6005.83
2025-07,CHC,621.95
2025-07,Niall,2026.0
2025-07,SamC,3425.0
2025-07,Niall,2894.0
2025-07,Kelly,3547.0
2025-07,Kris,3802.0
2025-07,Chris,2210.0
2025-07,Kelly,1995.6
2025-07,Gavin,2996.0
2025-07,Niall,3518.0
2025-07,Georgia,2850.0
2025-07,SamC,1340.0
2025-07,Georgia,985.0
2025-07,Niall,1976.0
2025-07,Rob,3780.0
2025-07,Rob,4540.0
2025-07,Niall,3314.0
2025-07,Rob,2566.0
2025-07,Kelly,1034.0
2025-07,Chris,2006.0
2025-07,Shane,1034.0
2025-07,SamC,1818.0
2025-07,Georgia,4614.0
2025-07,Kelly,2694.0
2025-07,Chris,2570.0
2025-07,Gavin,7176.0
2025-07,Gavin,1946.0
2025-07,Jay,5364.0
2025-07,Shane,2734.0
2025-07,Jay,6397.0
2025-07,Jay,2920.0
2025-07,Georgia,2700.0
2025-07,Kris,4350.0
2025-07,CHC,540.83
2025-07,CHC,621.95
2025-07,Rob,3450.0
2025-07,SamC,2285.0
2025-07,Chris,1198.0
2025-07,Kris,2006.0
2025-07,Kris,3634.0
2025-07,Chris,2026.0
2025-07,Chris,4890.0
2025-07,Rob,6298.0
2025-07,Niall,1907.0
2025-07,Shane,4956.0
2025-07,CHC,577.5
2025-07,SamC,912.0
2025-07,Shane,2844.0
2025-07,SamC,2456.0
2025-07,Rob,1882.0
2025-07,SamC,3554.0
2025-07,Georgia,4250.0
2025-07,Kris,6574.0
2025-07,Georgia,1882.0
2025-07,Kelly,6546.25
2025-07,Jay,2830.0
2025-07,Kris,2311.2
2025-07,Gavin,2835.0
2025-07,Gavin,2072.0
2025-07,Lucy,2111.0
2025-07,Libbi,5432.0
2025-07,Georgia,4050.0
2025-07,Jay,3044.0
2025-07,Kris,1797.0
2025-07,Jay,4516.0
2025-07,Rob,4698.0
2025-07,Kelly,1034.0
2025-07,SamC,2845.0
2025-07,Jay,1023.0
2025-07,Rob,2222.0
2025-07,SamC,1832.0
2025-07,Kelly,4108.75
2025-07,Niall,4431.0
2025-07,Rob,1818.0
2025-07,Kris,3422.0
2025-07,Chris,2046.0
2025-07,Jay,1059.0
2025-07,Niall,2744.0
2025-07,Reilly,1237.5
2025-07,Shane,2796.0
2025-07,Shane,9495.0
2025-07,Niall,3532.0
2025-07,Chris,3512.0
2025-07,Shane,1048.0
2025-07,Kris,5498.0
2025-07,Jay,3050.0
2025-07,Jay,5474.0
2025-07,Niall,4113.0
2025-07,SamC,1048.0
2025-07,Shane,1034.0
2025-07,Lucy,3376.2
2025-07,Lucy,11777.75
2025-07,Kelly,2674.0
2026-01,Shane,4062.0
2026-01,Rob,3356.0
2026-01,CHC,800.0
2026-01,SamC,8000.0
2026-01,Kelly,7950.6
2026-01,Kyle,5556.0
2026-01,Jay,2000.0
2026-01,Sachin,2308.4
2026-01,Shane,7166.0
2026-01,Shane,4531.2
2026-01,Niall,3086.0
2026-01,Shane,6735.2
2026-01,CHC,646.35
2026-01,Chris,8379.8
2026-01,Lucy,1006.67
2026-01,Office,1044.0
2026-01,Kyle,3258.8
2026-01,Niall,4016.4
2026-01,SamC,4183.6
2026-01,Chris,4087.6
2026-01,Rob,5476.0
2026-01,Niall,1147.6
2026-01,Rob,7804.6
2026-01,Rob,2309.2
2026-01,Kyle,1150.6
2026-01,Shane,5177.2
2026-01,Office,1686.0
2026-01,Chris,2188.5
2026-01,Jay,4239.6
2026-01,Rob,2315.2
2026-01,Kelly,2516.8
2026-01,Kris,4484.4
2026-01,Jay,3140.0
2026-01,Kelly,5200.0
2026-01,Kris,3489.0
2026-01,Kelly,3200.0
2026-01,Chris,5837.7
2026-01,Kelly,1340.8
2026-01,Jay,3354.2
2026-01,Rob,1190.8
2026-01,CHC,726.28
2026-01,Kris,1034.0
2026-01,Office,290.0
2026-01,CHC,550.0
2026-01,Rob,3236.6
2026-01,Kris,2064.4
2026-01,Rob,2708.4
2026-01,Kelly,3994.2
2026-01,Niall,5080.8
2026-01,Rob,3729.2
2026-01,Refund (KN),0.0
2026-01,Kelly,1190.8
2026-01,Office,652.48
2026-01,Chris,6561.0
2026-01,Kelly,1282.8
2026-01,CHC,633.33
2026-01,CHC,811.57
2026-01,SamC,8009.0
2026-01,Jay,1572.6
2026-01,REFUND SK,0.0
2026-01,Rob,3826.6
2026-01,Jay,1426.0
2026-01,Niall,1622.0
2026-01,Commercial,1290.0
2026-01,Kelly,1292.33
2026-01,CHC,480.0
2026-01,Lucy,1244.0
2026-01,Lucy,7864.78
2026-01,Jay,1292.6
2026-01,Indi,852.5
2026-01,Rob,930.0
2026-01,Sachin,3956.0
2026-01,Shane,4500.0
2026-01,Sachin,4184.0
2026-01,Shane,2404.4
2026-01,Office,470.0
2026-01,Sachin,1466.0
2026-01,Commercial,714.7
2026-01,CHC,550.0
2026-01,Niall,1244.0
2026-01,Sachin,5022.0
2026-01,Kris,1160.0
2026-01,Sachin,1423.4
2026-01,SamC,1806.0
2026-01,Chris,4340.0
2026-01,Kris,5105.2
2026-01,Kelly,2435.2
2026-01,Sachin,1123.6
2026-01,Kris,1148.0
2026-01,Niall,1048.0
2026-01,Chris,2235.2
2026-01,SamC,1230.8
2026-01,Chris,3006.0
2026-01,Shane,3674.4
2026-01,Rob,6601.0
2026-01,Kelly,3687.39
2026-01,Rob,3578.0
2026-01,Chris,6157.6
2026-01,Rob,1069.75
2026-01,Shane,6912.0
2026-01,Kris,2500.0
2026-01,Kyle,2238.0
2026-01,Shane,4046.4
2026-01,SamC,4635.0
2026-01,Shane,7018.8
2026-01,Niall,2848.0
2026-01,Ambivo,1522.0
